,xcoord,ycoord,zcoord
1781,35.69,35.86,-66.77
1782,33.63,30.17,-70.11
1783,36.03,23.3,-72.76
1784,34.65,17.01,-74.85
1785,35.94,10.07,-76.04
1786,34.66,3.46,-76.72
1787,38.29,3.14,66.33
1788,36.35,8.37,66.14
1789,38.26,14,65.21
1790,36.85,19.41,63.9
1791,39.28,24.39,62.39
1792,36.34,28.52,60.85
1793,40.14,35.23,57.51
1794,36.86,39.49,55
1795,39.12,43.68,51.8
1796,36.96,47.93,48.27
1797,38.88,52.28,43.7
1798,36.56,56.3,39.05
1799,38.85,59.19,34.76
1800,36.95,61.92,30.63
1801,38.63,64.61,24.99
1802,36.93,67.01,18.94
1803,38.39,68.59,14.08
1804,36.63,69.68,9.1
1805,39.2,70.42,4.2
1806,36.89,71.01,-2.69
1807,39.29,70.92,-7.79
1808,37,70.82,-13.37
1809,39,69.7,-19.2
1810,37.45,68.43,-24.53
1811,39.78,66.63,-29.8
1812,38.37,64.49,-34.29
1813,40.61,60.87,-40.92
1814,37.92,57.32,-46.27
1815,38.69,53.93,-50.31
1816,36.55,49.56,-55.16
1817,38.57,45.95,-58.83
1818,37.76,41.58,-62.44
1819,39.22,34.33,-67.31
1820,37.49,29.35,-70.05
1821,39.51,22.82,-72.44
1822,38.22,15.65,-74.75
1823,40.46,9.55,-75.7
1824,38.43,3.63,-76.41
1825,41.85,3.64,66.32
1826,40.18,8.98,65.97
1827,42.26,14.22,65.08
1828,40.72,19.01,64.16
1829,43.15,24.15,62.42
1830,40.65,29.14,60.52
1831,43.17,33.04,58.58
1832,40.37,39.43,54.81
1833,43.1,44.08,51.33
1834,40.78,47.74,48.17
1835,42.64,50.98,44.87
1836,40.51,55.64,39.56
1837,42.39,58.79,35.26
1838,40.79,62.12,29.81
1839,42.13,64.74,24.24
1840,40.59,66.75,19.16
1841,43.11,68.14,14.82
1842,41.14,69.43,9.87
1843,43.04,70.1,4.89
1844,40.84,70.82,-1.11
1845,42.89,70.92,-7.25
1846,40.84,70.39,-13.96
1847,43.22,69.56,-18.53
1848,41.39,68.38,-24.31
1849,43.53,66.05,-30.15
1850,41.96,63.39,-36.29
1851,44.54,60.17,-41.39
1852,41.89,57.33,-45.9
1853,43.01,52.89,-51.08
1854,40.65,50.12,-54.4
1855,42.67,46.32,-58.09
1856,40.56,39.2,-63.93
1857,43.42,35.1,-66.42
1858,41.65,28.53,-70.05
1859,43.68,22.37,-72.23
1860,41.93,16.7,-73.97
1861,44.06,10.66,-75.08
1862,42.33,3.1,-76.09
1863,45.61,2.85,66.17
1864,43.91,8.87,65.88
1865,46.24,14.73,65.01
1866,44.9,19.43,63.8
1867,47.17,24.27,62.35
1868,44.92,28.96,60.48
1869,48.14,33.32,58.32
1870,44.65,40.12,54.26
1871,47.35,43.79,51.43
1872,45.29,47.54,48.08
1873,46.77,51,44.35
1874,44,54.39,40.81
1875,46.44,59.82,33.3
1876,44.32,62.13,29.72
1877,46.34,64.09,25.21
1878,44.98,66.39,20.16
1879,46.9,67.77,15.3
1880,45.27,69.17,9.66
1881,46.92,70.13,2.08
1882,44.54,70.54,-1.8
1883,46.99,70.36,-8.21
1884,44.84,70.19,-12.72
1885,47.24,69.24,-18.2
1886,44.97,68.08,-23.85
1887,46.96,65.81,-29.51
1888,45.27,63.65,-35.07
1889,47.76,60.83,-39.65
1890,45.07,56.17,-46.87
1891,47.82,52.95,-50.38
1892,45.61,49.69,-54.31
1893,47.05,45.7,-57.86
1894,46.09,38.94,-63.57
1895,47.9,34,-66.59
1896,44.95,29.8,-69.07
1897,47.26,23.46,-71.35
1898,46.37,16.54,-73.69
1899,47.87,10.29,-74.58
1900,46.08,3.86,-75.75
1901,48.95,4.13,66.03
1902,47.52,9.23,65.83
1903,50.26,12.97,65.25
1904,49.08,18.92,63.91
1905,51.1,24.5,62.17
1906,48.95,29.22,60.29
1907,51.36,35.39,57.11
1908,49.66,39.69,54.31
1909,51.35,43.67,51.3
1910,49.4,47.62,47.91
1911,51.11,51.51,43.92
1912,48.85,54.21,40.77
1913,50.71,57.72,36.15
1914,49.16,61.72,29.88
1915,50.3,63.76,25.5
1916,49.16,65.92,20.49
1917,51.81,67.02,16.47
1918,48.51,69.49,6.5
1919,51.42,69.78,2.36
1920,48.94,70.37,-3.68
1921,52.02,70.13,-6.63
1922,49.33,69.73,-13.44
1923,50.61,68.55,-20.28
1924,48.91,67.45,-24.97
1925,51.51,65.07,-30.62
1926,49.36,63.42,-34.64
1927,51.36,59.19,-41.55
1928,48.78,57.21,-44.92
1929,51.3,53.76,-48.74
1930,49.9,48.99,-54.28
1931,51.39,44.41,-58.29
1932,49,41.26,-61.38
1933,51.24,35.62,-65.07
1934,49.33,27.82,-69.41
1935,51.59,21.83,-71.37
1936,50.18,17.04,-73.09
1937,51.89,9.74,-74.3
1938,49.75,3.28,-75.29
1939,56.39,6.19,65.88
1940,52.29,8.2,65.82
1941,53.58,15.2,64.79
1942,52.66,19.93,63.49
1943,55.28,24.91,61.9
1944,52.83,29.39,60.18
1945,54.8,33.82,57.89
1946,53.62,39.54,54.18
1947,55.58,44.38,50.61
1948,53.36,48.18,47.29
1949,55.3,52.02,43.33
1950,53.23,55.38,39.22
1951,56.11,58.33,34.83
1952,54.27,62.19,28.54
1953,55.41,63.75,24.86
1954,53.57,65.49,20.79
1955,55.91,67.43,14.24
1956,53.03,68.76,9.29
1957,55.13,69.27,5.33
1958,53.42,69.97,-1.48
1959,56.08,69.77,-9.11
1960,52.48,69.68,-12.31
1961,54.17,68.63,-17.84
1962,52.87,66.62,-26.09
1963,55.92,64.37,-30.75
1964,52.65,62.19,-36.13
1965,55.5,60.16,-39.03
1966,53.67,56.07,-45.3
1967,55.55,52.42,-49.51
1968,53.38,49.44,-53.04
1969,54.85,44.8,-57.43
1970,53.44,39.29,-62.13
1971,55.44,33.98,-65.34
1972,52.46,29.8,-68.08
1973,55.52,22.33,-70.78
1974,54.12,14.84,-73.16
1975,56.08,9.23,-73.8
1976,53.41,2.93,-74.7
1977,57.8,2.33,66.07
1978,56.18,10.97,65.5
1979,58.46,15.24,64.52
1980,57.26,19.33,63.64
1981,58.66,23.63,62.25
1982,57.06,30.06,59.8
1983,59.15,35.38,56.83
1984,57.46,38.56,54.84
1985,58.22,42.55,51.89
1986,57.31,48.07,47.23
1987,59.28,51.48,43.61
1988,57.08,55.06,39.51
1989,60.26,58.04,35.31
1990,58.06,60.79,30.88
1991,59.71,64.02,23.81
1992,57.56,66.04,19.03
1993,60.71,66.89,15.46
1994,57.83,68.2,10.67
1995,59.07,69.1,4.45
1996,57.66,69.67,-0.53
1997,58.12,69.73,-5.39
1998,57.19,68.98,-14.77
1999,60.57,68.23,-16.55
2000,55.53,67.51,-22.03
2001,58.03,65.59,-27.52
2002,57.44,62.46,-34.48
2003,60.75,60.15,-37.7
2004,58.52,54.62,-46.22
2005,60.2,51.57,-49.63
2006,57.37,47.87,-54.08
2007,59.25,43.32,-57.84
2008,57.06,39.89,-61.04
2009,59.27,35.07,-64.14
2010,59.33,29.49,-67.09
2011,61.08,22.19,-69.97
2012,57.73,17.85,-71.79
2013,60.36,9.04,-73.15
2014,57.85,3.41,-74.06
2015,63.12,2.15,65.98
2016,60.64,10.1,65.39
2017,62.65,15.06,64.49
2018,61.92,20.17,63.29
2019,63.87,26.46,61.05
2020,60.67,28.54,60.28
2021,62.1,33.23,57.9
2022,62.65,40.19,53.49
2023,62.89,44.04,50.45
2024,61.26,46.94,48.08
2025,63.22,50.54,44.41
2026,61.55,55.34,38.65
2027,65.24,57.98,34.59
2028,60.83,62.06,28.11
2029,65.52,62.43,26.26
2030,62.38,64.86,21.26
2031,63.88,67.33,12.69
2032,62,68.42,7.81
2033,63.27,69.13,2.01
2034,61.86,69.41,-3.66
2035,64.63,69.21,-7.71
2036,60.64,69.21,-10.8
2037,63.05,67.48,-19.94
2038,63.09,65.51,-25.54
2039,63.34,63.94,-29.33
2040,61.77,62.83,-32.51
2041,63.81,58.99,-39
2042,61.79,56.33,-43.2
2043,64.29,50.74,-49.52
2044,61.4,47.99,-53.17
2045,63.36,44.07,-56.61
2046,62.09,39.28,-60.66
2047,63.01,32.83,-64.83
2048,62.71,26.27,-67.98
2049,64.21,19.71,-70.09
2050,60.27,14.26,-72.38
2051,64.41,6.74,-72.75
2052,62.26,2.52,-73.49
2053,67.82,2.56,65.8
2054,65.4,11.33,65.06
2055,69.33,13.96,64.42
2056,66.46,17.48,63.85
2057,65.34,22.61,62.31
2058,65.86,30.82,58.97
2059,67.12,34.91,56.68
2060,64.32,37.91,55.06
2061,67.24,43.15,50.96
2062,65.67,47.91,46.69
2063,68.36,51.74,42.58
2064,64.01,53.56,40.54
2065,67.73,56.2,36.8
2066,63.5,60.11,31.18
2067,67.43,63.34,23.87
2068,65.26,65.69,18.05
2069,68.68,66.06,15.71
2070,66.08,67.98,8.23
2071,68.67,68.41,3.46
2072,65.96,68.92,-0.6
2073,68.3,68.72,-5.7
2074,64.66,68.64,-12.61
2075,66.95,67.2,-18.73
2076,67.35,65.66,-24.03
2077,68.68,63,-30.22
2078,66.04,61.14,-34.72
2079,67.93,57.74,-39.72
2080,64.55,54.53,-44.92
2081,67.74,53.15,-45.95
2082,66.4,46.9,-53.08
2083,67.23,42.76,-56.95
2084,65.15,37.33,-61.7
2085,68.49,33.95,-63.03
2086,66.77,29.86,-65.71
2087,70.29,22.48,-67.96
2088,64.66,14.24,-71.44
2089,67.57,10.81,-71.78
2090,68.4,2.34,-72.32
2091,73.14,1.32,65.5
2092,67.14,7.1,65.64
2093,71.25,10.11,65.07
2094,70.25,20.1,63.02
2095,69.22,25.46,61.17
2096,70.12,29.26,59.63
2097,71.51,32.95,57.44
2098,69.67,40.23,52.98
2099,73.06,42.74,50.78
2100,69.38,45.86,48.44
2101,70.57,49.62,44.55
2102,69.83,53.91,39.53
2103,71.37,57.88,33.76
2104,68.26,60.16,30.54
2105,71.43,61.47,27.08
2106,70.26,64.72,19.61
2107,73.09,66.41,12.49
2108,69.59,67.12,10.66
2109,71.79,67.71,5.25
2110,71.54,68.21,-1.26
2111,70.75,68.22,-9.23
2112,68.33,67.98,-14.28
2113,72.47,66.86,-16.82
2114,71.19,65.93,-21.48
2115,70.74,64.08,-27.05
2116,70.15,61,-33.79
2117,72.05,58.83,-37.07
2118,70.52,56.11,-41.66
2119,71.74,51.46,-47.09
2120,69.12,49.06,-50.46
2121,72.12,43.6,-54.84
2122,69.1,39.78,-58.95
2123,72.29,36.17,-60.96
2124,67.55,25.28,-67.56
2125,74.75,19.03,-68.28
2126,68.71,18.09,-69.78
2127,73.81,10.08,-70.47
2128,70.64,6.45,-71.58
2129,77.75,3.75,65.17
2130,72.1,5.6,65.5
2131,75.75,12.6,64.46
2132,73.24,16.37,63.64
2133,73.24,22.61,61.96
2134,74.62,26.64,60.24
2135,75.58,30.42,58.45
2136,71.05,37.44,54.89
2137,76.54,39.81,52.87
2138,73.6,47.35,46.55
2139,75.59,51.11,42.28
2140,74.16,55.46,36.87
2141,77.07,57.2,33.72
2142,73.8,59.71,30.29
2143,75.41,61.94,25.16
2144,73.28,63.86,21.39
2145,75.8,65.46,14.94
2146,75.74,66.99,7.43
2147,76.06,67.51,2.09
2148,73.97,68,-3.8
2149,76.07,67.38,-7.99
2150,73.69,67.36,-12.43
2151,76.53,65.78,-18.58
2152,74.8,64.25,-24.74
2153,77.87,62.63,-27.39
2154,74.77,61.75,-30.76
2155,76.82,57.33,-38.02
2156,73.65,54.47,-42.94
2157,75.87,50.08,-47.67
2158,72.45,46.25,-52.26
2159,77.37,42.3,-54.9
2160,74.52,39.65,-57.9
2161,75.19,32.74,-62.32
2162,74.22,26.01,-65.78
2163,77.27,22.37,-66.7
2164,71.54,14.5,-70.04
2165,76.97,5.91,-70.42
2166,74.58,1.79,-71.18
2167,82.08,5.85,64.66
2168,76.37,8.01,65.03
2169,79.83,14.64,63.73
2170,76.89,18.81,62.93
2171,78.3,22.8,61.47
2172,79.95,26.82,59.88
2173,78.76,33.65,56.59
2174,75.38,36,55.44
2175,78.38,42.49,50.53
2176,76.97,45.55,48.09
2177,78.83,49.09,44.24
2178,75.75,53.16,39.88
2179,80.77,55.6,35.8
2180,79.22,59.15,30.05
2181,80.38,60.78,26.58
2182,78.66,62.97,21.91
2183,77.61,64.56,17.49
2184,79.43,66.11,9.53
2185,80.99,66.68,4.1
2186,78.97,67.28,-0.78
2187,80.26,66.86,-5.48
2188,79.18,66.51,-11.29
2189,79.48,65.92,-15.49
2190,78.42,64.53,-21.77
2191,80.67,60.74,-30.25
2192,76.59,59.61,-34.09
2193,79.33,55.79,-39.07
2194,77.77,53.1,-43.54
2195,81.08,50.99,-44.94
2196,77.04,47.57,-50.07
2197,80.19,44.7,-52.2
2198,78.32,36.61,-59.28
2199,81.01,33.59,-60.5
2200,78.1,29.23,-63.51
2201,81,17.94,-67.32
2202,77.21,14.61,-69.09
2203,79.78,10.16,-69.36
2204,81.4,1.92,-69.88
2205,84.06,1.78,64.78
2206,80.74,9.89,64.42
2207,85.09,14.12,63.28
2208,81.9,18.44,62.52
2209,83.2,22.64,61.16
2210,81.61,30.16,58.08
2211,84.08,34.29,55.57
2212,80.81,37.59,53.97
2213,83.23,41.02,51.28
2214,82.13,46.7,46.22
2215,83.27,50.13,42.41
2216,81.32,53.1,39.1
2217,85.46,54.92,35.79
2218,83.55,57.79,31.67
2219,83.92,61.48,24.14
2220,82.79,63.6,18.33
2221,84.64,64.22,14.85
2222,81.67,65.36,11.92
2223,84.6,65.86,6.55
2224,84.03,66.53,-2.82
2225,84.21,66.16,-8.06
2226,84.04,65.47,-12.62
2227,83.79,64.34,-18.44
2228,82.88,63.25,-23.2
2229,84.12,61.82,-25.97
2230,82.21,58.52,-33.78
2231,85.04,56.85,-35.42
2232,83.36,53.67,-40.74
2233,84.48,48.95,-46.21
2234,82.84,46.85,-48.94
2235,84.5,42.03,-53.13
2236,81.36,39.45,-56.26
2237,86.88,33.26,-59.24
2238,83.63,29.97,-61.96
2239,83.81,21.37,-65.55
2240,83.52,13.31,-67.98
2241,86.7,8.55,-68
2242,83.37,5.93,-69.06
2243,88.87,4.1,64.25
2244,85.61,9.96,64.06
2245,90.32,12.72,63.16
2246,87.15,18.2,62.19
2247,88.09,22.54,60.73
2248,87.1,30.63,57.41
2249,89.45,34.35,54.95
2250,86.34,37.92,53.04
2251,88.56,41.52,50.07
2252,84.19,44.29,48.35
2253,87.62,47.34,44.78
2254,86.3,52.02,39.66
2255,88.14,57.12,31.68
2256,86.37,59.59,27.62
2257,90.46,61.09,22.44
2258,86.24,62.56,20.4
2259,91.83,63.18,15.15
2260,88.34,64.54,11.72
2261,89.16,65.53,3.21
2262,85.29,66.12,1.02
2263,90.1,65.54,-3.44
2264,89.7,64.71,-10.94
2265,87.48,64.27,-15.81
2266,87.94,62.95,-20.53
2267,89.35,60.47,-26.44
2268,86.43,59.66,-29.74
2269,87.41,54.94,-37.32
2270,87.2,51.82,-41.93
2271,90.37,46.87,-46.66
2272,87.48,44.48,-49.99
2273,88.46,39.92,-53.87
2274,85,36.94,-57.25
2275,89.39,28.86,-60.89
2276,86.49,25.49,-63.24
2277,89.25,20.39,-64.5
2278,86.96,16.25,-66.49
2279,90.27,10.86,-66.68
2280,88.29,2.12,-68.15
2281,92.83,1.12,64.02
2282,89.53,6.9,64
2283,93.49,11.83,62.83
2284,91.78,17.63,61.88
2285,92.85,22.26,60.29
2286,92.37,30.75,56.63
2287,94.56,34.46,54.03
2288,91.83,38.17,52.11
2289,94.08,41.41,49.17
2290,89.96,44.39,47.14
2291,93.31,51.23,39.03
2292,91.03,53.45,36.6
2293,92.27,55.28,33.58
2294,92.08,58.16,28.76
2295,91.74,59.76,25.17
2296,91.69,62.43,17.78
2297,96.02,63.09,12.53
2298,89.62,64.99,8.41
2299,94.05,64.48,5.05
2300,92.52,65.04,-0.66
2301,96.15,64.24,-5.6
2302,89.4,65.38,-7.12
2303,93.88,63.58,-13.26
2304,91.34,61.57,-22.67
2305,94.44,58.63,-27.77
2306,89.55,57.85,-31.61
2307,92.76,55.63,-33.65
2308,91.84,52.7,-38.76
2309,95,45.25,-46.48
2310,91.93,42.82,-50.18
2311,94.08,39.3,-52.64
2312,90.85,36.33,-56.09
2313,92.44,32.11,-58.29
2314,91.93,24.07,-62.49
2315,94.54,18.62,-63.83
2316,92.23,15.27,-65.3
2317,94.85,9.7,-65.74
2318,92.11,4.92,-67.02
2319,98.8,2.28,63.15
2320,94.66,6.67,63.4
2321,98.27,11.65,62.33
2322,96.08,17.1,61.43
2323,97.63,21.87,59.74
2324,95.13,26.54,58.31
2325,97.48,30.66,55.94
2326,97.17,37.95,51.26
2327,99.75,40.9,48.39
2328,93.77,46.79,44.27
2329,96.58,48.94,41.14
2330,97.92,52.59,36.1
2331,98.28,54.52,32.98
2332,96.94,56.62,29.91
2333,98.31,58.4,25.71
2334,96.4,60.94,20.03
2335,99.31,61.38,16.84
2336,95.82,63.74,8.91
2337,100.25,63.34,4.89
2338,97.39,64.17,1.28
2339,99.37,63.89,-2.6
2340,96.12,63.93,-9.13
2341,100.24,62.26,-12.86
2342,95.76,61.55,-19.62
2343,100.52,57.6,-26.71
2344,96.51,56.61,-30.7
2345,95.59,53.63,-35.66
2346,95.4,50.56,-40.05
2347,96.25,48.19,-42.87
2348,97.5,41.72,-49.18
2349,99.27,37.85,-52.13
2350,96.16,35.25,-55.23
2351,97.74,30.84,-57.39
2352,94.76,27.45,-60.08
2353,97.03,22.16,-61.79
2354,98.51,12.37,-64.25
2355,99.65,6.48,-64.76
2356,95.48,2.75,-66.27
2357,104.16,2.51,62.44
2358,98.92,6.36,62.82
2359,102.14,11.57,61.83
2360,100.31,17.05,60.87
2361,102.31,22.14,58.95
2362,99.75,26.42,57.6
2363,102.57,30.46,55.12
2364,100.08,34.32,53.28
2365,102.86,37.57,50.41
2366,100.25,46.38,43.15
2367,104.2,47.51,40.62
2368,100.88,50.2,38.43
2369,104.05,52.05,34.84
2370,102.6,56.79,27.29
2371,105.34,57.89,23.09
2372,99.04,59.59,22.43
2373,102.02,61.5,13.95
2374,101.77,62.43,9.93
2375,105.3,62.07,7.04
2376,103.74,62.88,1.08
2377,103.56,62.72,-5.33
2378,102.23,62.74,-8.96
2379,100.34,61.56,-16.38
2380,101.19,59.79,-21.11
2381,104.15,58.08,-23.71
2382,103.1,55.05,-30.07
2383,101.64,53.87,-32.9
2384,100.98,51.56,-36.48
2385,101.05,46.3,-43
2386,100.72,43.74,-45.91
2387,102.64,39.86,-48.91
2388,101.4,33.62,-54.56
2389,103.02,29,-56.92
2390,99.86,25.94,-59.33
2391,101.41,19.83,-61.24
2392,99.71,15.31,-63.03
2393,104.2,8.33,-63.2
2394,100.13,1.87,-64.98
2395,113.91,3.7,61.18
2396,109.79,5.45,61.54
2397,105.73,11.85,61.23
2398,104.33,17.37,60.13
2399,107.1,22.09,58.15
2400,104.95,26.32,56.83
2401,107.83,30.18,54.3
2402,105.11,34,52.4
2403,108.42,37.32,49.47
2404,107.45,44.33,43.33
2405,110.15,46.31,40.13
2406,106.97,49.41,37.47
2407,107.94,52.59,32.31
2408,103.58,54.67,30.71
2409,109.45,55.95,25.24
2410,104.6,59.49,19.26
2411,107.54,59.62,16.41
2412,107.92,60.61,12.05
2413,107.83,61.45,3.85
2414,106.71,62.03,-1.84
2415,109.06,61.15,-7.28
2416,106.83,61.02,-11.25
2417,106.73,60.32,-14.7
2418,105.03,59.63,-18.37
2419,109.26,57.46,-21.37
2420,106.65,55.46,-27.11
2421,106.52,51.19,-34.27
2422,101.71,49.4,-39.09
2423,105.97,46.95,-40.14
2424,106.3,41.6,-45.97
2425,108.67,37.92,-48.32
2426,105.11,36.04,-51.5
2427,106.57,31.79,-53.98
2428,104.51,23.85,-58.8
2429,108.78,21.33,-58.4
2430,105.16,17.63,-60.88
2431,111.72,12.33,-59.82
2432,105.64,2.49,-63.21
2433,120.21,5.66,59.93
2434,110.48,8.41,61.22
2435,110.22,12.79,60.44
2436,108.48,17.44,59.48
2437,112.29,21.84,57.47
2438,110.11,26.17,56.01
2439,113.3,30,53.38
2440,110.76,33.82,51.57
2441,113.39,37.64,48.08
2442,110.68,40.99,45.72
2443,113.58,43.18,42.76
2444,111.58,50.07,34.89
2445,114.02,51.95,30.69
2446,109.35,54.55,28.38
2447,114.95,55.25,23.4
2448,110.29,57.52,20.64
2449,113.24,58.61,14.02
2450,110.92,60.23,9.18
2451,113.4,59.87,6.09
2452,111.82,60.66,0.99
2453,111.38,60.54,-3.99
2454,112.97,59.45,-10.32
2455,112.84,58.42,-14.08
2456,111.55,58,-17.66
2457,111.09,55.43,-24.41
2458,109.23,52.57,-30.9
2459,113.23,49.78,-32.89
2460,108.85,48.81,-36.61
2461,112.14,45.5,-38.98
2462,107.24,44.03,-42.96
2463,112.57,39.81,-45.02
2464,110.56,34.11,-50.85
2465,111.93,29.67,-53.16
2466,108.01,26.9,-56.26
2467,112.62,19.2,-57.78
2468,115.83,16.29,-57.53
2469,111.88,7.68,-60.84
2470,108.7,4.19,-62.03
2471,119.81,1.83,60.33
2472,116.07,8.71,60.22
2473,115.05,13.26,59.56
2474,113.62,17.52,58.81
2475,117.15,21.8,56.54
2476,115.31,25.97,55.15
2477,118.01,29.8,52.45
2478,115.96,33.71,50.46
2479,118.81,36.23,47.8
2480,116.37,39.93,45.08
2481,117.1,44.51,40.2
2482,114,47.49,37.56
2483,116.95,49.62,33.32
2484,115.76,53.38,27.26
2485,120.65,52.74,25.46
2486,117.39,55.81,20.26
2487,120.1,56.52,15.2
2488,116.93,58.15,11.14
2489,117.17,59,3.53
2490,115.79,59.34,-1.13
2491,118.86,58.28,-4.38
2492,116.09,58.79,-7.31
2493,118.37,57.06,-12.03
2494,115.53,55.58,-20.23
2495,116.81,53.84,-23.33
2496,112.56,52.99,-28.17
2497,117.48,49.88,-29.85
2498,114.95,47.02,-35.6
2499,117.57,43.56,-38.48
2500,113.41,42.48,-42.02
2501,117.88,37.57,-44.6
2502,114.68,36.01,-47.57
2503,116.77,27.25,-52.53
2504,112.71,24.66,-55.38
2505,119.36,14.71,-56.57
2506,116.19,9.76,-58.8
2507,118.99,7.15,-58.13
2508,113.86,3.03,-60.38
2509,125.63,4.17,59.2
2510,121.14,9.54,59.21
2511,119.96,13.41,58.8
2512,118.66,17.76,57.91
2513,122.49,21.58,55.7
2514,120.39,25.63,54.21
2515,123.94,28.34,52.11
2516,121.58,32.68,49.93
2517,122.59,37.82,45.41
2518,120.26,41.38,42.64
2519,122.42,43.86,39.02
2520,119.41,46.73,36.5
2521,122.78,48.08,33.19
2522,119.99,50.84,29.67
2523,122.21,53.59,22.34
2524,122.91,54.77,18.18
2525,123,56.26,12.24
2526,119.44,58.11,7.98
2527,123.34,56.97,5.25
2528,121.73,57.72,1.25
2529,123.67,56.86,-2.01
2530,121.48,56.6,-8.99
2531,123.34,54.75,-14.25
2532,121.73,53.72,-18.69
2533,122.67,51.84,-21.61
2534,117.77,51.79,-26.45
2535,119.58,47.17,-32.45
2536,121.31,44.25,-35.21
2537,123.7,40.71,-38.11
2538,118.54,40.31,-41.54
2539,124.03,34.48,-44.16
2540,119.6,33.48,-47.18
2541,121.1,29.26,-49.52
2542,116.94,21.98,-54.99
2543,120.72,19.8,-54.24
2544,122.61,11.84,-55.89
2545,121.93,3.95,-57.32
2546,117.17,0.82,-59.29
2547,123.79,-0.88,59.64
2548,127.33,8.64,58.45
2549,126.14,12.86,57.77
2550,123.83,16.93,57.15
2551,127.54,19.97,55.35
2552,126.8,24.69,53.4
2553,127.55,30.13,50.02
2554,125.8,34.13,47.62
2555,128.11,37.26,44.32
2556,125.98,40.42,41.77
2557,128.83,42.12,38.81
2558,126.06,45.37,35.79
2559,126.81,48.34,30.8
2560,125.77,50.26,27.66
2561,127.89,52.59,20.69
2562,127.52,54.08,15.76
2563,129.17,54.23,12.42
2564,125.83,55.92,8.72
2565,129.27,55.13,4.67
2566,128.04,55.59,1.56
2567,129.28,54.8,-2.93
2568,124.96,56.02,-6.03
2569,126.26,54.44,-11
2570,127.39,51.92,-17.34
2571,128.67,49.38,-21.27
2572,124.02,49.87,-24.8
2573,123.43,48.11,-28.13
2574,126.52,42.83,-33.76
2575,128.1,39.3,-36.98
2576,124.42,37.34,-41.36
2577,129.02,31.92,-43.51
2578,125.48,30.55,-46.46
2579,126.32,26,-49.03
2580,121.67,24.64,-51.93
2581,129.63,17.67,-51.01
2582,128.4,13.03,-53.28
2583,125.67,8.31,-55.17
2584,125.43,0.15,-56.16
2585,128.93,0.97,58.64
2586,131.6,6.18,57.95
2587,132.19,11.31,56.94
2588,130.13,15.78,56.23
2589,131.58,21.43,53.77
2590,131.31,25.73,51.8
2591,132.38,29.25,49.32
2592,130.91,33.17,47.06
2593,133.41,35.68,43.99
2594,131.99,39.14,41.21
2595,132.56,42.54,36.8
2596,130.49,45.44,33.68
2597,132.38,47.14,30
2598,128,51.02,24.61
2599,133.19,50.35,22.74
2600,131.64,52.26,18.32
2601,133.83,52.42,14.37
2602,131.51,54.21,8.42
2603,135.64,52.78,4.96
2604,132.47,53.75,0.03
2605,134.63,52.6,-4.43
2606,129.88,54.04,-7.27
2607,131.87,52.24,-10.79
2608,129.43,51.98,-14.51
2609,132.1,48.98,-18.92
2610,128.69,47.44,-24.85
2611,129.23,45.18,-28.36
2612,125.68,45.21,-30.85
2613,132.1,39.36,-34.05
2614,128.67,35.86,-40.08
2615,133.28,32.18,-40.7
2616,130.31,27.18,-46.35
2617,134.65,27.65,-43.59
2618,126.08,21.49,-51.24
2619,134.84,18.2,-48.46
2620,133.56,13.22,-50.65
2621,131.05,8.52,-52.95
2622,128.15,4.12,-54.84
2623,139.1,3.13,56.46
2624,136.22,7.51,56.61
2625,137.42,12.08,55.71
2626,134.46,16.56,55.01
2627,136.53,20.79,52.81
2628,136.75,24.71,50.9
2629,137.75,28.05,48.53
2630,136.38,31.99,46.08
2631,138.77,35.54,42.2
2632,136.94,38.8,39.5
2633,138.89,40.62,36.44
2634,135.89,43.97,33.25
2635,138.56,45.14,29.62
2636,138.03,47.56,25.38
2637,138.15,49.12,21.34
2638,137.35,50.45,17.77
2639,141.32,49.84,13.89
2640,135.47,52.41,10.64
2641,138.62,51.62,7.39
2642,137.13,52.27,2.24
2643,138.59,51.3,-1.92
2644,136.05,51.16,-8.3
2645,142.17,48.37,-9.25
2646,135.14,49.51,-14.79
2647,137.94,47.12,-17.16
2648,134.46,46.15,-22.1
2649,134.35,43.71,-26.32
2650,132.25,41.76,-30.98
2651,138.77,37.42,-31.72
2652,137.88,35.58,-34.24
2653,138.06,32.18,-37.75
2654,138.26,28.43,-40.91
2655,140.09,23.42,-42.81
2656,130.88,22.56,-48.48
2657,139.25,18.56,-45.82
2658,138.4,13.34,-48.14
2659,136.6,8.55,-50.24
2660,133.8,3.97,-52.31
2661,144.4,2.7,55.12
2662,141.86,7.64,55.34
2663,143.18,11.94,54.19
2664,140.02,16.14,53.78
2665,142.22,19.94,51.67
2666,142.87,23.74,49.51
2667,142.98,27.8,46.99
2668,141.62,31.89,44.4
2669,145.7,32.75,41.96
2670,143.17,36.43,39.51
2671,143.96,39,35.85
2672,141.48,42.3,32.5
2673,148.24,42.84,26.64
2674,143.01,46.28,23.31
2675,145.37,46.63,20.24
2676,143.09,48.38,17.17
2677,146.53,47.65,14.11
2678,142.05,50.02,10.83
2679,145,49.18,5.92
2680,143.37,49.82,2.14
2681,143.64,49.33,-1.2
2682,140.63,49.87,-5.88
2683,146.77,45.62,-10.64
2684,137.89,49.12,-12.26
2685,143.27,45.2,-16.18
2686,139.21,44.79,-20.61
2687,138.44,43.16,-24.32
